Incident Type,Location,Summary,Timestamp,Price Category,Latitude,Longitude
Petty Theft ‐ Micro Mobility Device,Central Campus Trolley,"Secured electric scooter, loss $600.00",2023-03-03 22:30:00,Expensive,,
Petty Theft,Innovation Ln,Subject seen taking bicycle seat off,2023-03-04 07:02:00,Low,32.8792475,-117.2316562
Petty Theft ‐ Micro Mobility Device,Price Center South Expansion,"Secured electric scooter stolen from bike rack, loss $300.00",2023-03-06 19:00:00,Expensive,32.8797205,-117.2361952
Petty Theft ‐ Micro Mobility Device,Black Apartments,"Secured electric scooter stolen from bike rack, loss $350.00",2023-03-06 22:00:00,Expensive,,
Grand Theft ‐ Micro Mobility Device,Gilman Dr,"Unsecured electric bicycle, loss $1,800.00",2023-01-14 15:01:00,Expensive,32.8648237,-117.2364128
Grand Theft ‐ Micro Mobility Device,Russell Ln,"Unsecured electric scooter, loss $1,200.00",2023-03-01 21:08:00,Low,32.8784479,-117.2343121
Grand Theft ‐ Micro Mobility Device,Gilman Dr,"Unsecured electric scooter, loss $1,200.00",2023-02-28 22:00:00,Low,32.8648237,-117.2364128
Grand Theft ‐ Micro Mobility Device,Gilman Dr,"Unsecured electric scooter, loss $1,200.00",2023-02-24 09:00:00,Low,32.8648237,-117.2364128
Grand Theft ‐ Micro Mobility Device,Lot P702,"Unsecured electric scooter, loss $1,200.00",2023-02-19 19:00:00,Low,32.881674,-117.2237008
Grand Theft ‐ Micro Mobility Device,Voigt Dr,"Unsecured electric scooter, loss $1,200.00",2023-02-22 16:00:00,Low,32.8811362,-117.2295642
Grand Theft ‐ Micro Mobility Device,Gilman Dr,"Unsecured electric scooter, loss $1,200.00",2023-03-02 23:00:00,Low,32.8648237,-117.2364128
Grand Theft ‐ Micro Mobility Device,Scholars Dr N,"Unsecured electric scooter, loss $1,200.00",2023-02-28 13:04:00,Low,32.8842874,-117.2424066
Grand Theft ‐ Micro Mobility Device,Lyman Ln,"Unsecured electric scooter, loss $1,200.00",2023-03-07 15:20:00,Low,32.8793588,-117.2353782
Petty Theft ‐ Micro Mobility Device,Gilman Dr / Front Of Yogurt World,"Secured electric scooter, loss $800.00",2023-03-07 20:43:00,Expensive,32.8792265,-117.2360485
Petty Theft ‐ Bicycle,Gilman Dr,"Secured bicycle stolen, loss $300.00",2023-02-24 12:30:00,Expensive,32.8648237,-117.2364128
Petty Theft,Gilman Dr,"Unsecured bicycle stolen, loss $300.00",2023-02-24 13:30:00,Expensive,32.8648237,-117.2364128
Grand Theft ‐ Micro Mobility Device,North America Hall,"Secured electric bike, loss $1,000.00",2023-03-11 17:00:00,Medium,32.8847624,-117.243444
Petty Theft ‐ Micro Mobility Device,Center Hall,"Secured electric scooter, loss $320.00",2023-03-11 23:14:00,Expensive,32.8775468,-117.2374084
Petty Theft of Micromobility Device,Innovation Lane,"Secured electric scooter stolen, Loss $850.00",2023-03-12 21:45:00,Expensive,32.8792475,-117.2316562
Grand Theft of Micro Mobility Device,Russel Ln,"Electric SPIN scooter stolen, loss $1,200.00",2023-02-09 20:00:00,Low,32.8784479,-117.2343121
Grand Theft of Micro Mobility Device,Biomedical Sciences Way,"Electric SPIN scooter stolen, loss $1,200.00",2023-01-14 10:00:00,Low,32.8747731,-117.2366032
Grand Theft of Micro Mobility Device,Mandell Weiss,"Electric SPIN scooter stolen, loss $1,200.00",2023-01-14 12:03:00,Low,32.8720213,-117.240596
Grand Theft of Micro Mobility Device,Innovation Lane,"Electric SPIN scooter stolen, loss $1,200.00",2023-03-07 15:20:00,Low,32.8792475,-117.2316562
Grand Theft ‐ Micro Mobility Device,Scholars Ln,"Electric Spin scooter, loss $1,200.00",2023-01-14 11:00:00,Low,32.878088,-117.2423827
Grand Theft ‐ Micro Mobility Device,Eucalyptus Grove Ln,"Electric Spin scooter, loss $1,200.00",2023-01-14 10:59:00,Low,32.8754873,-117.2395158
Grand Theft ‐ Micro Mobility Device,Scholars Ln,"Electric Spin scooter, loss $1,200.00",2023-01-14 16:54:00,Low,32.878088,-117.2423827
Petty Theft ‐ Micro Mobility Device,Warren Lecture Hall,"Secured electric scooter, loss $300.00, damage to bike lock $20.00",2023-03-17 17:29:00,Expensive,32.8805918,-117.2344208
Petty Theft of Micro Mobility Device,Geisel Library,"Secured electric scooter stolen, loss $525.00",2023-03-18 19:00:00,Expensive,32.881092,-117.2375659
Petty Theft,Peterson Hall,"Secured bicycle stolen, loss $80.00",2023-03-18 23:06:00,Medium,32.8799725,-117.2403292
Petty Theft ‐ Micro Mobility Device,The Trove ‐ PC West,"Secured electric bike, loss $500.00",2023-03-17 21:00:00,Expensive,,
Grand Theft ‐ Micro Mobility Device,Scholars Dr North,"Unsecured electric scooter, loss $1,200.00",2023-01-16 22:00:00,Low,32.8842874,-117.2424066
Petty Theft ‐ Micro Mobility Device,Otterson Hall,"Secured electric scooter, loss $600.00",2023-03-20 19:00:00,Expensive,32.8865929,-117.2411101
Grand Theft ‐ Micro Mobility Device,Meyers Dr,"Unsecured electric scooter, loss $1,200.00",2023-03-19 23:43:00,Low,32.8779216,-117.2362076
Petty Theft ‐ Micro Mobility Device,Mandell Weiss Ln,"Unsecured electric scooter, loss $800.00",2023-03-22 11:48:00,Expensive,32.8720213,-117.240596
Petty Theft ‐ Micro Mobility Device,Meyers Dr,"Unsecured electric scooter, loss $800.00",2023-03-18 13:14:00,Expensive,32.8779216,-117.2362076
Petty Theft ‐ Micro Mobility Device,Voigt Dr,"Unsecured electric scooter, loss $800.00",2023-03-22 22:04:00,Expensive,32.8811362,-117.2295642
Grand Theft ‐ Micro Mobility Device,Rupertus Ln,"Unsecured electric scooter, loss $1,200.00",2023-03-18 22:00:00,Low,32.8783503,-117.2360494
Grand Theft ‐ Micro Mobility Device,Innovation Ln,"Unsecured electric scooter, loss $1,200.00",2023-03-15 23:00:00,Low,32.8792475,-117.2316562
Grand Theft ‐ Micro Mobility Device,Mandell Weiss Ln,"Unsecured electric scooter, loss $1,200.00",2023-03-14 17:14:00,Low,32.8720213,-117.240596
Grand Theft ‐ Micro Mobility Device,Lot P702,"Unsecured electric scooter, loss $1,200.00",2023-03-16 12:00:00,Low,32.881674,-117.2237008
Grand Theft ‐ Micro Mobility Device,Mandell Weiss Ln,"Unsecured electric scooter, loss $1,200.00",2023-03-14 13:05:00,Low,32.8720213,-117.240596
Grand Theft ‐ Micro Mobility Device,Muir Ln,"Unsecured electric scooter, loss $1,200.00",2023-03-14 20:48:00,Low,32.8796794,-117.2414158
Grand Theft ‐ Micro Mobility Device,Voigt Dr,"Unsecured electric scooter, loss $1,200.00",2023-03-14 22:24:00,Low,32.8811362,-117.2295642
Grand Theft ‐ Micro Mobility Device,Voigt Dr,"Unsecured electric scooter, loss $1,200.00",2023-03-20 14:00:00,Low,32.8811362,-117.2295642
Grand Theft of Micro Mobility Device,La Jolla Village Dr,"Stolen SPIN electric scooter, loss $1,800.00",2023-03-18 22:44:00,Expensive,32.8704254,-117.2218461
Grand Theft of Micro Mobility Device,Miramar St,"Stolen SPIN electric scooter, loss $1,800.00",2023-03-24 18:43:00,Expensive,32.8735076,-117.2238704
Grand Theft ‐ Micro Mobility Device,Matthews Ln,"Unsecured electric bicycle, lost $1,800.00",2023-03-18 12:10:00,Expensive,32.8801283,-117.2344967
Grand Theft ‐ Micro Mobility Device,Health Sciences Drive,"Unsecured electric bicycle, lost $1,800.00",2023-03-24 23:39:00,Expensive,32.878625,-117.2204098
Grand Theft ‐ Micro Mobility Device,Health Sciences Drive,"Unsecured electric bicycle, lost $800.00",2023-03-23 17:08:00,Expensive,32.878625,-117.2204098
Petty Theft,Target PC‐South,"Secured electric scooter stolen, loss $740.00",2023-03-29 20:30:00,Expensive,,
Petty Theft ‐ Bicycle,Scholars Lane,"Secured bicycle stolen, loss $400.00",2023-03-30 09:44:00,Expensive,32.878088,-117.2423827
Grand Theft of Micro Mobility Device,Lot P702,"Electric SPIN scooter stolen, loss $2,000.00",2022-12-29 17:23:00,Expensive,32.881674,-117.2237008
Grand Theft of Micro Mobility Device,Lot P702,"Electric SPIN scooter stolen, loss $1,200.00",2023-02-15 22:07:00,Low,32.881674,-117.2237008
Grand Theft ‐ Micor Mobility Device,Conrad Prebys Music Center,"Stolen Spin scooter, loss $2,000.00",2022-12-29 17:23:00,Expensive,32.8778953,-117.2347713
Grand Theft ‐ Micor Mobility Device,Lot 702,"Stolen Spin scooter, loss $1,200.00",2023-02-15 22:07:00,Low,,
Petty Theft ‐ Bicycle,Gilman Drive,"Secured bicycle stolen, Loss $50.00",2023-04-03 08:00:00,Medium,32.8648237,-117.2364128
Petty Theft ‐ Micro Mobility Device,Gilman Drive/La Jolla,"Secured electric scooter stolen, loss $600.00",2023-04-03 09:44:00,Expensive,32.8646691,-117.2363465
Petty Theft ‐ Micro Mobility Device,Yogurt World,"Secured electric scooter stolen, loss $450.00",2023-04-03 20:15:00,Expensive,,
Petty Theft,Voigt Drive,Passerby saw two subjects attempting to open bike lock,2023-04-04 22:40:00,Low,32.8811362,-117.2295642
Grand Theft of Micro‐Mobility Device,Lot P702,"Electric Spin scooter stolen, Loss $1,200",2023-02-14 19:00:00,Low,32.881674,-117.2237008
Grand Theft of Micro‐Mobility Device,Justice Lane,"Electric Spin scooter stolen, Loss $800",2023-04-02 12:00:00,Expensive,32.8822475,-117.2322471
Grand Theft of Micro‐Mobility Device,Voigt Drive,"Electric Spin scooter stolen, Loss $1,200",2023-03-09 18:31:00,Low,32.8811362,-117.2295642
Grand Theft of Micro‐Mobility Device,Voigt Drive,"Electric Spin scooter stolen, Loss $1,200",2023-03-16 12:00:00,Low,32.8811362,-117.2295642
Grand Theft of Micro‐Mobility Device,Voigt Drive,"Electric Spin scooter stolen, Loss $1,200",2023-03-09 15:04:00,Low,32.8811362,-117.2295642
Grand Theft of Micro‐Mobility Device,Gilman Drive,"Electric Spin scooter stolen, Loss $1,200",2023-01-10 22:00:00,Low,32.8648237,-117.2364128
Petty Theft of Micro‐Mobility Device,Lot P702,"Electric Spin Scooter Stolen, Loss $800",2023-03-23 12:10:00,Expensive,32.881674,-117.2237008
Grand Theft of Micro‐Mobility Device,Gilman Drive,"Electric Spin scooter stolen, Loss $1,200",2023-01-17 20:00:00,Low,32.8648237,-117.2364128
Petty Theft of Micro‐Mobility Device,Voigt Drive,"Electric Spin scooter stolen, Loss $800",2023-03-20 12:50:00,Expensive,32.8811362,-117.2295642
Petty Theft of Micro‐Mobility Device,San Diego 92161,"Electric Spin scooter stolen, Loss $800",2023-01-27 16:00:00,Expensive,32.8758428,-117.2367464
Petty Theft of Micro‐Mobility Device,Peterson Hall,"Electric Spin scooter stolen, Loss $800",2023-04-03 20:58:00,Expensive,32.8799725,-117.2403292
Petty Theft of Micro‐Mobility Device,Voigt Drive,"Electric Spin scooter stolen, Loss $800",2023-03-20 10:33:00,Expensive,32.8811362,-117.2295642
Grand Theft of Micro‐Mobility Device,Osler Lane,"Electric Spin scooter stolen, Loss $1,200",2023-01-15 12:00:00,Low,32.8747731,-117.2366032
Grand Theft of Micro‐Mobility Device,Gilman Drive,"Electric Spin scooter stolen, Loss $1,200",2023-02-01 21:03:00,Low,32.8648237,-117.2364128
Grand Theft of Micro‐Mobility Device,Meyers Drive,"Electric Spin scooter stolen, Loss $1,800",2023-01-19 21:00:00,Expensive,32.8779216,-117.2362076
Grand Theft of Micro‐Mobility Device,Gilman Drive,"Electric Spin scooter stolen, Loss $1,200",2023-01-23 19:10:00,Low,32.8648237,-117.2364128
Grand Theft of Micro‐Mobility Device,Gilman Drive,"Electric Spin scooter stolen, Loss $1,800",2023-01-26 18:00:00,Expensive,32.8648237,-117.2364128
Grand Theft of Micro‐Mobility Device,Engineering Building Unit 2,"Electric Spin scooter stolen, Loss $1,200",2023-03-17 16:28:00,Low,32.8811569,-117.2330257
Grand Theft of Micro‐Mobility Device,Meyers Drive,"Electric Spin scooter stolen, Loss $1,200",2023-01-23 20:16:00,Low,32.8779216,-117.2362076
Grand Theft of Micro‐Mobility Device,Gilman Drive,"Electric Spin scooter stolen, Loss $1,200",2023-01-23 16:45:00,Low,32.8648237,-117.2364128
Grand Theft of Micro‐Mobility Device,Gilman Drive,"Eclectic Spin scooter stolen, Loss $800",2023-04-05 11:15:00,Expensive,32.8648237,-117.2364128
Petty Theft ‐ Micro Mobility Device,Russell Lane,"Black wheel speed scooter taken, Loss $420",2023-04-05 19:49:00,Expensive,32.8784479,-117.2343121
Grand Theft of Micro‐Mobility Device,Gilman Drive,"Electric Spin scooter stolen, Loss $1,800",2023-03-01 16:00:00,Expensive,32.8648237,-117.2364128
Grand Theft of Micro‐Mobility Device,La Jolla Village Drive,"Electric Spin scooter stolen, Loss $1,200",2023-01-19 11:00:00,Low,32.8704254,-117.2218461
Petty Theft ‐ Micro Mobility Device,Conrad Prebys Music Center,"Secured electric scooter stolen, loss $390",2023-04-05 21:45:00,Expensive,32.8778953,-117.2347713
Petty Theft ‐ Micro Mobility Device,RIMAC,"Secured electric bicycle stolen, loss $646.00",2023-04-06 19:00:00,Expensive,32.8851041,-117.2404977
Petty Theft,Bernice Drive,"Secured bicycle stolen, loss $400.00",2023-04-09 13:00:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Center Hall,"Secured electric scooter, loss $600.00",2023-04-10 17:50:00,Expensive,32.8775468,-117.2374084
Petty Theft ‐ Bicycle,Black Hall ‐ Bike Rack,"Secured bicycle, loss $416.00",2023-04-10 13:00:00,Expensive,32.8799072,-117.2391616
Petty Theft ‐ Micro Mobility Device,Center Hall,"Secured electric scooter, loss $600.00",2023-04-10 19:50:00,Expensive,32.8775468,-117.2374084
Petty Theft ‐ Micro Mobility Device,Pepper Canyon Hall,"Secured electric scooter, loss $600.00",2023-04-11 09:10:00,Expensive,32.8783769,-117.2337607
Petty Theft ‐ Micro Mobility Device,Center Hall,"Secured electric scooter, loss $500.00",2023-04-11 17:00:00,Expensive,32.8775468,-117.2374084
Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,"Reporting party observed adult male tampering with bike lock, no loss",2023-04-12 06:55:00,Low,32.878353,-117.231842
Petty Theft ‐ Micro Mobility Device,Cuzco House East,"Secured electric scooter, loss $600.00",2023-04-11 23:00:00,Expensive,32.8846278,-117.241845
Petty Theft ‐ Micro Mobility Device,Ledden Auditorium,"Secured electric scooter, loss $350.00",2023-04-12 15:00:00,Expensive,32.87885540000001,-117.2416896
Petty Theft ‐ Micro Mobility Device,Center Hall,"Secured electric scooter, loss $399.00",2023-04-12 16:50:00,Expensive,32.8775468,-117.2374084
Petty Theft ‐ Bicycle,Center Lecture Hall,"Secured bicycle, loss $200.00",2023-04-12 22:30:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Solis Hall,"Secured electric scooter, loss $650.00",2023-04-13 13:45:00,Expensive,32.8809145,-117.2397849
Petty Theft ‐ Bicycle,UCSD Central Campus Trolley,"Secured bicycle, loss $100.00",2023-04-13 17:00:00,Medium,32.878353,-117.231842
Grand Theft of Micro Mobility Device,9500 Gilman Dr,"Secured electric scooter stolen, loss $1,000.00",2023-04-14 17:30:00,Medium,32.8751977,-117.2409942
Petty Theft of Micro Mobility Device,Pangea Parking Structure,"Secured electric scooter stolen, loss $530.00",2023-04-12 16:00:00,Expensive,32.8842556,-117.2431062
Petty Theft,Sixth Markets,Reporting party saw subject sawing chain on bike,2023-04-15 09:04:00,Low,32.8800917,-117.2422501
Petty Theft,Hopkins Dr,Subject attempted to steal bicycle,2023-04-16 07:50:00,Low,32.8862472,-117.2386908
Petty Theft of Micro Mobility Device,Seventh College East,"Secured electric bicycle stolen, loss $1,000.00",2023-04-16 17:00:00,Medium,32.8886055,-117.2422681
Petty Theft of Micro Mobility Device,Pangea Parking,"Secured electric scooter stolen, loss $600.00",2023-04-15 15:30:00,Expensive,32.8842556,-117.2431062
Petty Theft of Micro Mobility Device,Warren Lecture Hall,"Secured electric scooter stolen, loss $750.00",2023-04-17 14:50:00,Expensive,32.8805918,-117.2344208
Petty Theft of Micro Mobility Device,Pepper Canyon,"Secured electric scooter stolen, loss $400.00",2023-04-18 19:50:00,Expensive,32.8786572,-117.2292423
Petty Theft of Micro Mobility Device,UCSD Police Department,"Electric scooter stolen, loss $400.00",2023-04-19 15:04:00,Expensive,32.8826508,-117.2296864
Petty Theft,Solis Hall,Male actively cutting bicycle lock,2023-04-19 23:25:00,Low,32.8809145,-117.2397849
Petty Theft of Micro Mobility Device,Gilman Dr,"Secured electric scooter stolen, loss $300.00",2023-04-19 20:55:00,Expensive,32.8648237,-117.2364128
Petty Theft of Micro Mobility Device,Bistro at the Strand,"Secured electric scooter stolen, loss $800.00",2023-04-20 10:30:00,Expensive,32.8879461,-117.242069
Petty Theft,Rita Atkinson Residences,"Secured bicycle stolen, loss $200.00",2023-04-20 15:00:00,Expensive,32.872898,-117.2353067
Petty Theft,Pepper Canyon Apartments,"Secured electric scooter stolen, loss $900.00",2023-04-20 11:00:00,Expensive,32.8775872,-117.2306142
Petty Theft of Micro Mobility Device,Pepper Canyon Apartments,"Secured electric scooter stolen, loss $400.00",2023-04-20 16:00:00,Expensive,32.8775872,-117.2306142
Petty Theft,RIMAC,Unsecured skateboard stolen,2023-04-20 16:47:00,Low,32.8851041,-117.2404977
Petty Theft of Micro Mobility Device,Voigt Dr,"Secured electric scooter stolen, loss $320.00",2023-04-20 22:45:00,Expensive,32.8811362,-117.2295642
Petty Theft ‐ Micro Mobility Device,Biomedical Research Facility,"Secured electric bike, loss $700.00",2023-04-21 12:00:00,Expensive,32.8744664,-117.2349451
Grand Theft ‐ Bicycle,Geisel Library,"Secured bicycle, loss $1,300.00",2023-04-20 19:00:00,Low,32.881092,-117.2375659
Petty Theft of Micro Mobility Device,Pepper Canyon Hall,"Secured electric scooter stolen, loss $500.00",2023-04-22 16:00:00,Expensive,32.8783769,-117.2337607
Petty Theft,Franklin Antonio Hall,Stolen bicycle,2023-04-22 16:10:00,Low,32.8835013,-117.2349145
Petty Theft of Micro Mobility Device,Trolley ‐ Central Campus Station,"Secured electric scooter stolen, lost $550.00",2023-04-23 19:03:00,Expensive,32.878353,-117.231842
Petty Theft ‐ Bicycle,Via Allicante,"Secured Bicycle Stolen, loss $100.00",2023-04-24 12:21:00,Medium,32.8611913,-117.2339112
Petty Theft of Micro Mobility Device,Gilman Drive,"Folded electric bicycle stolen, loss $340.00",2023-04-24 14:45:00,Expensive,32.8648237,-117.2364128
Petty Theft ‐ Micro Mobility Device,Center Hall,"Secured electric scooter stolen from bike rack, loss $800.00",2023-04-25 09:14:00,Expensive,32.8775468,-117.2374084
Petty Theft ‐ Bicycle,Canyon View Pool,"Secured bicycle stolen, loss $800.00",2023-04-21 20:45:00,Expensive,32.8806654,-117.2318784
Petty Theft of Micro Mobility Device,Gilman Drive,"Secured e‐scooter stolen from bike rack, loss $600.00",2023-04-27 23:30:00,Expensive,32.8648237,-117.2364128
Petty Theft - Micro Mobility Device,York Hall,"Secured e-scooter stolen from bike rack, loss $800.00",2023-04-28 18:30:00,Expensive,32.8745478,-117.2400077
Petty Theft ‐ Micro Mobility Device,York Hall,"Secured e‐scooter stolen from bike rack, loss $800.00",2023-04-28 18:30:00,Expensive,32.8745478,-117.2400077
Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,"Secured e‐scooter stolen from bike rack, loss $700.00",2023-04-29 23:00:00,Expensive,32.878353,-117.231842
Petty Theft ‐ Micro Mobility Device,Warren Lecture Hall,"Secured electric scooter, loss $850.00",2023-05-01 10:50:00,Expensive,32.8805918,-117.2344208
Petty Theft ‐ Micro Mobility Device,TEC Café,"Secured electric scooter, loss $532.00",2023-04-19 16:00:00,Expensive,32.8857804,-117.2404806
Petty Theft ‐ Bicycle / Vandalism,Lot 703,"Unknown suspect(s) stole secured bicycle from bike rack, loss $800.00, bike rack damage $500.00",2023-05-02 16:30:00,Expensive,,
